989500	988517	986700	983878	979939	975089	968921	961484	952823	942829	931500	919156	905573	890911	875001	858112	840377	822131	803068	783645	764351	744872	725477	706500	687956	669733	652165	635355	619389	604277	590044	576865	564445	552917	542251	532436	523703	515708	508691	502392	496769	491540	487015	482977	479511	476339	473718	471356	469359	467619	466063	464756	463529	462445	461589	460803	460090	459567	459079	458651	458286	457939	457635	457342	457137	456895	456706	456566	456428	456250	456168	456103	456035	455968	455904	455851	455808	455774	455739	455706	455679	455661	455635	455616	455598	455581	455568	455554	455539	455528	455515	455508	455504	455499	455493	455487	455481	455476	455471	455468	455467	455463	455464	455463	455463	455462	455463	455463	455463	455463	455463	455463	455462	455461	455461	455461	455461	455461	455461	455461	
989500	988520	986717	983995	980358	975534	969581	962494	954022	944347	933371	921001	907586	892967	877367	860897	843404	825325	806775	787896	768745	748953	729323	710156	691478	673150	655333	638144	621863	606221	591679	578103	565577	553733	542983	532947	523991	515903	508635	502217	496431	491196	486643	482520	479040	475917	473242	470915	468805	467092	465526	464077	462881	461820	460894	460086	459395	458743	458230	457807	457423	457064	456746	456459	456201	456008	455850	455706	455597	455500	455397	455303	455249	455188	455119	455069	455028	454993	454970	454952	454941	454923	454909	454905	454895	454888	454879	454873	454868	454861	454858	454851	454848	454844	454841	454840	454837	454835	454830	454831	454831	454831	454831	454831	454831	454831	454830	454830	454830	454830	454830	454830	454830	454830	454830	454830	454830	454830	454830	454830	
989500	988527	986675	983901	980023	975056	968904	961551	952979	943078	931862	919330	905564	890664	874630	857925	840265	822141	803176	784001	764535	745013	725981	706886	688233	670173	652876	635966	619950	604486	590057	576683	564256	552784	542095	532388	523598	515808	508656	502364	496715	491533	486940	482940	479347	476294	473609	471196	469110	467316	465763	464458	463398	462438	461580	460825	460208	459602	459072	458578	458206	457897	457613	457347	457122	456910	456731	456589	456442	456342	456239	456154	456083	456036	456001	455966	455936	455913	455879	455865	455851	455831	455819	455812	455802	455790	455780	455777	455771	455765	455759	455761	455759	455757	455754	455750	455747	455743	455741	455741	455741	455740	455739	455740	455739	455738	455737	455735	455734	455733	455731	455728	455727	455727	455726	455725	455725	455725	455725	455725	
989500	988523	986686	983970	980264	975476	969521	962286	953889	944138	933152	920894	907519	893036	877406	860870	843191	825054	806003	786726	767064	747639	728363	709232	690237	671999	654132	637054	620546	605135	590582	576728	563914	552156	541284	531283	522170	513801	506380	499619	493627	488381	483662	479544	475978	472902	470214	467913	465816	463938	462373	461042	459847	458797	457973	457270	456620	456064	455565	455131	454799	454465	454164	453912	453708	453507	453320	453170	453052	452942	452851	452790	452719	452663	452624	452592	452554	452523	452502	452483	452465	452448	452435	452419	452411	452404	452399	452398	452394	452389	452387	452381	452379	452377	452372	452371	452371	452372	452369	452365	452362	452355	452354	452352	452349	452345	452345	452343	452342	452343	452343	452341	452341	452342	452342	452342	452342	452342	452342	452342	
989500	988511	986715	983953	980167	975240	969112	961763	953143	943028	931721	919310	905450	890548	874770	857942	840312	822079	803187	784188	764760	745354	726107	707269	688788	670439	652967	636192	619984	604603	590094	576705	564344	553013	542332	532890	524231	516390	509376	503149	497449	492383	487828	483969	480572	477433	474758	472338	470045	468237	466676	465299	464078	463013	462097	461250	460527	459929	459408	458937	458588	458266	457972	457780	457571	457377	457211	457070	456929	456803	456683	456572	456474	456393	456321	456260	456224	456175	456130	456092	456043	456024	456020	456017	456006	455997	455988	455978	455970	455957	455952	455947	455943	455940	455935	455925	455923	455920	455917	455916	455916	455913	455913	455911	455911	455910	455910	455910	455910	455911	455911	455911	455911	455911	455911	455911	455911	455911	455911	455911	
989500	988517	986743	984070	980395	975639	969701	962584	954088	944364	933459	921234	907901	893405	877635	861087	843673	825578	806946	787975	768980	749761	730763	712420	694146	676104	658857	642204	626124	610990	596353	583048	570505	558832	548125	538322	529504	521382	514113	507419	501540	496452	491826	487640	483964	480701	477769	475292	473077	471256	469458	467941	466675	465523	464614	463773	463006	462308	461666	461098	460659	460282	459967	459660	459408	459163	458974	458768	458612	458475	458370	458275	458192	458126	458062	458015	457953	457907	457866	457831	457797	457764	457743	457725	457708	457692	457681	457662	457651	457638	457634	457625	457614	457607	457597	457593	457593	457589	457588	457587	457585	457584	457582	457581	457579	457577	457574	457575	457576	457576	457577	457577	457578	457578	457578	457578	457578	457578	457578	457578	
989500	988554	986782	984108	980397	975532	969465	962240	953498	943565	932371	920019	906531	891718	875711	858836	841168	822872	803847	784594	765307	745950	726964	708155	689248	670925	653520	636684	620179	604787	590164	576559	563957	552202	541647	531900	523012	514854	507838	501286	495495	490577	486087	482161	478837	475847	473082	470652	468599	466830	465338	463976	462854	461921	461100	460333	459678	459130	458630	458194	457772	457447	457167	456913	456716	456510	456340	456197	456074	455952	455851	455772	455710	455661	455603	455577	455537	455518	455485	455472	455460	455443	455425	455417	455409	455396	455390	455383	455379	455371	455367	455364	455361	455359	455352	455347	455343	455340	455338	455336	455332	455329	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	455328	
989500	988552	986804	984142	980490	975732	969722	962515	954186	944528	933681	921516	908268	893680	878208	861597	844302	826501	808135	789424	770433	751181	731857	712678	693789	675526	657677	640598	624220	608649	593996	580300	567525	555835	545103	535122	526018	517973	510449	503882	497870	492625	488030	483829	480122	476884	473975	471466	469259	467278	465547	464114	462844	461748	460798	460008	459350	458779	458272	457781	457366	456993	456668	456394	456168	455990	455797	455636	455492	455368	455244	455148	455054	454974	454915	454867	454824	454797	454754	454724	454692	454661	454648	454637	454617	454603	454597	454596	454592	454581	454575	454571	454566	454565	454564	454562	454558	454555	454555	454555	454554	454554	454554	454554	454554	454554	454553	454553	454552	454552	454552	454552	454552	454552	454552	454552	454552	454552	454552	454552	
989500	988501	986659	983886	980154	975353	969337	962045	953540	943773	932673	920285	906575	891920	875962	859132	841331	822984	804038	784890	765309	745871	726581	707430	688581	670163	652439	635271	618854	603557	589035	575439	562854	551067	540209	530374	521517	513443	506061	499595	493767	488711	484212	480125	476564	473382	470699	468319	466238	464395	462824	461476	460306	459281	458325	457582	456927	456330	455777	455328	454904	454559	454266	454060	453843	453627	453463	453332	453194	453076	452974	452903	452844	452784	452721	452675	452638	452610	452588	452572	452555	452541	452529	452505	452487	452480	452463	452452	452445	452436	452431	452433	452430	452426	452429	452427	452426	452425	452423	452422	452421	452420	452420	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	452421	
989500	988526	986753	984047	980390	975661	969747	962495	954116	944523	933457	921261	907866	893371	877825	861338	844033	825740	807287	788268	768752	749283	729840	710467	691597	673387	655551	638423	622120	606445	591849	578166	565456	553767	543166	533579	524773	516891	509643	503010	497397	492288	487708	483749	480308	477218	474579	472174	470079	468263	466723	465316	464124	463082	462211	461420	460683	460055	459553	459082	458695	458353	458058	457822	457633	457464	457305	457175	457053	456949	456871	456804	456747	456685	456620	456578	456536	456493	456458	456427	456406	456373	456345	456326	456305	456289	456283	456270	456255	456249	456246	456243	456237	456232	456225	456224	456221	456217	456215	456215	456216	456214	456212	456212	456214	456214	456215	456215	456215	456215	456215	456215	456215	456215	456215	456215	456215	456215	456215	456215	
