500	1316	3151	6079	10158	15578	22254	29917	38148	46838	55921	64840	73252	80896	87068	91695	94960	96259	95593	92810	89260	83922	77921	71165	63886	56969	50498	44239	37841	32579	27742	23394	19526	16302	13486	11166	9323	7732	6461	5313	4384	3550	2843	2257	1865	1527	1212	979	809	669	525	405	319	270	225	176	144	119	97	78	55	52	40	33	30	25	19	15	13	13	11	13	13	10	5	3	2	2	3	2	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1371	3260	6327	10694	16216	22834	30637	39334	48329	57770	66818	74883	82219	88156	92293	95294	96166	95420	92081	88079	82477	76039	69733	62658	55768	49288	42904	37038	31757	26945	22918	19379	16232	13615	11366	9381	7868	6367	5284	4340	3649	2990	2398	1986	1672	1384	1121	968	798	685	576	469	374	302	243	200	177	143	106	88	73	48	49	46	37	30	28	19	16	9	10	11	10	9	7	3	3	5	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1356	3236	6379	10694	16227	22960	30613	38685	47511	56620	65275	73893	81164	87399	91297	93720	94520	93963	91658	88048	82869	77197	70283	63606	56470	50164	43753	38001	32783	27754	23594	19850	16698	13911	11462	9532	7902	6589	5383	4421	3679	3071	2541	2075	1704	1410	1202	987	795	666	529	441	367	303	246	192	157	137	119	98	87	64	55	49	55	54	42	31	25	19	20	20	16	13	8	5	4	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1383	3302	6428	10814	16317	22738	30427	38903	47810	56508	65487	73248	80836	87081	91967	94324	95452	94287	91657	87833	82744	77074	70393	63622	56539	50268	43740	37699	32610	27692	23436	19841	16546	13888	11492	9478	7728	6415	5270	4364	3652	3050	2482	2009	1637	1361	1122	924	731	589	478	399	350	250	197	162	125	96	77	61	45	35	32	29	23	22	18	15	8	10	8	7	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1365	3230	6266	10603	16016	22631	30213	38488	47257	56199	65030	73584	80403	86926	91254	94195	94878	94242	91867	87494	82133	76531	69809	63059	56465	50265	44075	38103	32821	28099	23673	19843	16672	13788	11449	9527	7883	6537	5331	4307	3580	2996	2542	2153	1781	1445	1200	984	802	689	553	462	359	300	245	199	153	127	111	99	86	68	61	53	39	31	28	17	15	14	8	9	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1363	3272	6432	10709	16363	23258	31068	39825	48679	57447	66489	74885	82613	89019	93500	96044	97110	96700	93517	89208	83813	76766	69950	62994	55800	48706	42451	36801	31496	26711	22562	18976	15698	13247	11015	9091	7410	5953	4831	3984	3246	2635	2221	1850	1453	1186	974	818	658	534	410	320	263	201	161	129	108	86	57	48	42	37	34	27	30	18	18	12	8	9	6	7	6	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1326	3071	6126	10331	15763	22349	29842	38136	46975	56137	64872	73670	81342	87124	91099	94156	95612	95127	92592	88480	83054	77806	71378	64383	56957	50284	44042	38078	32389	28018	23676	19965	16592	13860	11502	9596	8094	6636	5556	4570	3720	2999	2448	2105	1758	1479	1208	947	729	600	452	356	285	234	177	157	142	115	89	69	61	52	40	28	17	12	8	10	8	5	5	5	5	7	3	3	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1362	3225	6336	10670	16182	23089	30833	39496	48370	57534	66522	74840	82141	88207	92714	95444	96576	94829	91789	88093	83149	76919	70313	63093	55808	49137	42871	36793	31573	26936	22626	19155	16124	13480	11132	9283	7591	6190	5080	4173	3409	2796	2290	1868	1520	1172	1001	856	699	536	446	351	264	211	166	124	114	86	61	51	43	38	37	25	18	16	15	7	7	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1340	3142	6262	10637	16367	23081	30843	39267	48341	57622	66973	75285	82851	88839	93388	96345	97029	95866	92762	88724	82842	76850	69726	62571	55559	48873	42474	36297	31094	26212	21918	18420	15390	12806	10817	8975	7348	6101	4927	4012	3347	2794	2322	1866	1462	1200	965	777	645	535	430	367	306	258	219	171	135	96	79	66	47	35	30	26	19	14	15	12	13	10	8	6	9	9	3	4	4	4	4	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500	1364	3266	6397	10645	16173	22896	30485	38773	47712	56689	65764	74588	82449	88425	92928	95117	96124	94836	92114	87852	82639	76221	69752	63055	56017	49395	42850	36765	31422	26858	22786	19054	15933	13316	11023	9109	7550	6247	5155	4225	3481	2850	2344	1889	1518	1244	972	785	643	535	425	353	257	206	144	141	113	88	73	62	57	44	33	33	22	17	16	13	14	13	13	9	6	7	8	4	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
