0	1	11	30	49	66	111	176	254	350	
0	2	13	31	51	93	164	231	304	414	
0	4	9	25	48	85	131	181	245	319	
0	1	11	30	49	66	111	176	254	350	
0	2	13	31	51	93	164	231	304	414	
0	4	9	25	48	85	131	181	245	319	
0	1	11	24	47	85	129	175	245	320	
0	2	12	21	43	73	133	208	277	381	
0	1	9	22	52	89	137	196	260	341	
0	1	10	18	38	80	122	186	276	347	
0	2	8	18	46	74	113	150	234	318	
0	2	7	23	42	69	128	180	287	359	
0	1	11	19	36	78	110	176	252	329	
0	1	7	25	39	71	116	165	234	329	
0	4	8	24	52	84	124	199	281	365	
0	2	7	16	40	79	134	192	304	388	
0	3	6	21	49	78	131	186	295	374	
0	2	6	16	50	75	98	206	266	340	
